timestamp,x,y,z
1489874864.43,-610.0,-206.0,777.0
1489874864.43,-601.0,-193.0,784.0
1489874864.43,-594.0,-170.0,795.0
1489874864.43,-593.0,-148.0,796.0
1489874864.43,-595.0,-121.0,807.0
1489874864.43,-605.0,-112.0,821.0
1489874864.43,-602.0,-91.0,843.0
1489874864.43,-612.0,-69.0,857.0
1489874864.43,-610.0,-52.0,865.0
1489874864.43,-612.0,-34.0,861.0
1489874864.43,-613.0,-27.0,852.0
1489874864.43,-612.0,-28.0,842.0
1489874864.43,-617.0,-24.0,838.0
1489874864.43,-609.0,-28.0,822.0
1489874864.43,-616.0,-39.0,810.0
1489874864.43,-619.0,-45.0,797.0
1489874864.43,-613.0,-48.0,783.0
1489874864.43,-604.0,-49.0,769.0
1489874864.43,-595.0,-46.0,755.0
1489874864.43,-585.0,-43.0,734.0
1489874864.43,-584.0,-50.0,717.0
1489874864.43,-576.0,-55.0,714.0
1489874864.43,-579.0,-61.0,714.0
1489874864.43,-577.0,-63.0,718.0
1489874864.43,-579.0,-63.0,711.0
1489874864.43,-585.0,-73.0,714.0
1489874864.43,-603.0,-70.0,720.0
1489874864.43,-621.0,-67.0,727.0
1489874864.43,-641.0,-66.0,740.0
1489874864.43,-657.0,-58.0,758.0
1489874864.43,-675.0,-46.0,774.0
1489874864.43,-699.0,-37.0,782.0
1489874864.43,-714.0,-29.0,787.0
1489874864.43,-724.0,-17.0,795.0
1489874864.43,-735.0,-7.0,796.0
1489874864.43,-754.0,-2.0,794.0
1489874864.43,-755.0,-5.0,789.0
1489874864.43,-759.0,-10.0,784.0
1489874864.43,-759.0,-17.0,777.0
1489874864.43,-756.0,-23.0,773.0
1489874864.43,-747.0,-30.0,759.0
1489874864.43,-741.0,-36.0,753.0
1489874864.43,-737.0,-41.0,759.0
1489874864.43,-731.0,-45.0,753.0
1489874864.43,-722.0,-43.0,758.0
1489874864.43,-720.0,-43.0,765.0
1489874864.43,-713.0,-37.0,776.0
1489874864.43,-710.0,-42.0,790.0
1489874864.43,-702.0,-45.0,798.0
1489874864.43,-693.0,-53.0,801.0
1489874864.44,-685.0,-55.0,794.0
1489874864.44,-679.0,-47.0,783.0
1489874864.44,-670.0,-54.0,772.0
1489874864.44,-667.0,-65.0,751.0
1489874864.44,-664.0,-80.0,737.0
1489874864.44,-666.0,-90.0,728.0
1489874864.44,-660.0,-100.0,720.0
1489874864.44,-659.0,-102.0,712.0
1489874864.44,-654.0,-107.0,707.0
1489874864.44,-650.0,-114.0,712.0
1489874864.44,-649.0,-121.0,705.0
1489874864.44,-648.0,-125.0,710.0
1489874864.44,-649.0,-129.0,711.0
1489874864.44,-655.0,-141.0,707.0
1489874864.44,-663.0,-144.0,701.0
1489874864.44,-672.0,-148.0,698.0
1489874864.44,-682.0,-151.0,697.0
1489874864.44,-687.0,-156.0,705.0
1489874864.44,-697.0,-165.0,707.0
1489874864.44,-709.0,-171.0,710.0
1489874864.44,-723.0,-176.0,720.0
1489874864.44,-730.0,-183.0,724.0
1489874864.44,-742.0,-186.0,731.0
1489874864.44,-750.0,-186.0,737.0
1489874864.44,-751.0,-192.0,736.0
1489874864.44,-753.0,-193.0,738.0
1489874864.44,-752.0,-187.0,734.0
1489874864.44,-744.0,-181.0,727.0
1489874864.44,-738.0,-179.0,722.0
1489874864.44,-730.0,-183.0,708.0
1489874864.44,-722.0,-182.0,705.0
1489874864.44,-720.0,-182.0,699.0
1489874864.44,-715.0,-178.0,688.0
1489874864.44,-709.0,-170.0,677.0
1489874864.44,-705.0,-176.0,684.0
1489874864.44,-706.0,-173.0,687.0
1489874864.44,-710.0,-169.0,687.0
1489874864.44,-707.0,-161.0,693.0
1489874864.44,-707.0,-145.0,706.0
1489874864.44,-712.0,-122.0,719.0
1489874864.44,-721.0,-104.0,737.0
1489874864.44,-726.0,-92.0,750.0
1489874864.44,-732.0,-80.0,765.0
1489874864.44,-739.0,-69.0,781.0
1489874864.44,-738.0,-50.0,786.0
1489874864.44,-747.0,-39.0,791.0
1489874864.44,-747.0,-34.0,791.0
1489874864.44,-751.0,-31.0,794.0
1489874864.44,-750.0,-35.0,798.0
1489874864.44,-739.0,-38.0,798.0
1489874864.44,-735.0,-36.0,790.0
1489874864.44,-727.0,-37.0,784.0
1489874864.44,-718.0,-36.0,776.0
1489874864.44,-703.0,-41.0,773.0
1489874864.44,-697.0,-46.0,754.0
1489874864.44,-695.0,-52.0,745.0
1489874864.44,-685.0,-60.0,728.0
1489874864.44,-676.0,-72.0,720.0
1489874864.44,-666.0,-79.0,713.0
1489874864.44,-663.0,-80.0,703.0
1489874864.44,-663.0,-86.0,692.0
1489874864.44,-657.0,-81.0,689.0
1489874864.44,-649.0,-77.0,685.0
1489874864.44,-653.0,-85.0,692.0
1489874864.44,-644.0,-83.0,692.0
1489874864.44,-637.0,-73.0,703.0
1489874864.44,-633.0,-61.0,709.0
1489874864.44,-625.0,-50.0,727.0
1489874864.44,-620.0,-47.0,730.0
1489874864.44,-617.0,-37.0,744.0
1489874864.44,-620.0,-30.0,750.0
1489874864.44,-620.0,-31.0,766.0
1489874864.44,-622.0,-28.0,774.0
1489874864.44,-624.0,-24.0,780.0
1489874864.44,-627.0,-29.0,783.0
1489874864.44,-643.0,-27.0,788.0
1489874864.44,-651.0,-29.0,799.0
1489874864.44,-660.0,-28.0,805.0
1489874864.44,-668.0,-36.0,804.0
1489874864.44,-680.0,-42.0,805.0
1489874864.44,-682.0,-46.0,798.0
1489874864.44,-685.0,-56.0,792.0
1489874864.44,-684.0,-54.0,783.0
1489874864.44,-675.0,-61.0,771.0
1489874864.44,-675.0,-56.0,755.0
1489874864.44,-672.0,-56.0,747.0
1489874864.44,-670.0,-50.0,743.0
1489874864.44,-666.0,-46.0,739.0
1489874864.44,-665.0,-42.0,736.0
1489874864.44,-669.0,-42.0,734.0
1489874864.44,-671.0,-36.0,723.0
1489874864.45,-684.0,-30.0,723.0
1489874864.45,-692.0,-23.0,721.0
1489874864.45,-702.0,-32.0,724.0
1489874864.45,-706.0,-30.0,725.0
1489874864.45,-710.0,-38.0,725.0
1489874864.45,-722.0,-38.0,722.0
1489874864.45,-734.0,-38.0,721.0
1489874864.45,-748.0,-42.0,722.0
1489874864.45,-751.0,-47.0,720.0
1489874864.45,-762.0,-54.0,716.0
1489874864.45,-763.0,-57.0,706.0
1489874864.45,-780.0,-60.0,707.0
1489874864.45,-778.0,-68.0,695.0
1489874864.45,-780.0,-73.0,691.0
1489874864.45,-778.0,-82.0,690.0
1489874864.45,-778.0,-85.0,691.0
1489874864.45,-779.0,-95.0,700.0
1489874864.45,-772.0,-97.0,697.0
1489874864.45,-770.0,-102.0,705.0
1489874864.45,-762.0,-107.0,709.0
1489874864.45,-756.0,-107.0,711.0
1489874864.45,-747.0,-105.0,710.0
1489874864.45,-739.0,-107.0,715.0
1489874864.45,-734.0,-109.0,717.0
1489874864.45,-726.0,-113.0,721.0
1489874864.45,-721.0,-116.0,722.0
1489874864.45,-718.0,-122.0,736.0
1489874864.45,-717.0,-123.0,739.0
1489874864.45,-706.0,-123.0,746.0
1489874864.45,-705.0,-118.0,748.0
1489874864.45,-696.0,-109.0,759.0
1489874864.45,-692.0,-116.0,753.0
1489874864.45,-688.0,-120.0,748.0
1489874864.45,-685.0,-122.0,750.0
1489874864.45,-683.0,-128.0,763.0
1489874864.45,-682.0,-128.0,760.0
1489874864.45,-679.0,-125.0,756.0
1489874864.45,-677.0,-117.0,763.0
1489874864.45,-671.0,-111.0,766.0
1489874864.45,-668.0,-103.0,762.0
1489874864.45,-667.0,-92.0,762.0
1489874864.45,-662.0,-82.0,747.0
1489874864.45,-657.0,-66.0,741.0
1489874864.45,-653.0,-58.0,732.0
1489874864.45,-651.0,-43.0,722.0
1489874864.45,-651.0,-33.0,720.0
1489874864.45,-658.0,-30.0,711.0
1489874864.45,-667.0,-13.0,708.0
1489874864.45,-680.0,-12.0,701.0
1489874864.45,-691.0,-6.0,691.0
1489874864.45,-701.0,0.0,690.0
1489874864.45,-718.0,12.0,677.0
1489874864.45,-723.0,17.0,674.0
1489874864.45,-736.0,20.0,666.0
1489874864.45,-744.0,15.0,651.0
1489874864.45,-743.0,8.0,639.0
1489874864.45,-750.0,1.0,623.0
1489874864.45,-756.0,-12.0,610.0
1489874864.45,-766.0,-32.0,599.0
1489874864.45,-765.0,-58.0,592.0
1489874864.45,-769.0,-86.0,576.0
1489874864.45,-773.0,-107.0,578.0
1489874864.45,-782.0,-138.0,579.0
1489874864.45,-783.0,-161.0,585.0
1489874864.45,-801.0,-172.0,590.0
1489874864.45,-811.0,-188.0,595.0
1489874864.45,-816.0,-167.0,610.0
1489874864.45,-806.0,-126.0,644.0
1489874864.45,-794.0,-105.0,666.0
1489874864.45,-792.0,-93.0,685.0
1489874864.45,-792.0,-88.0,704.0
1489874864.45,-792.0,-83.0,717.0
1489874864.45,-792.0,-72.0,722.0
1489874864.45,-792.0,-66.0,728.0
1489874864.45,-791.0,-58.0,745.0
1489874864.45,-791.0,-62.0,752.0
1489874864.45,-789.0,-59.0,752.0
1489874864.45,-789.0,-46.0,767.0
1489874864.45,-779.0,-41.0,773.0
1489874864.45,-777.0,-34.0,749.0
1489874864.45,-767.0,-37.0,742.0
1489874864.46,-758.0,-33.0,731.0
1489874864.46,-751.0,-32.0,722.0
1489874864.46,-734.0,-26.0,719.0
1489874864.46,-721.0,-23.0,718.0
1489874864.46,-706.0,-28.0,708.0
1489874864.46,-691.0,-36.0,706.0
1489874864.46,-685.0,-43.0,701.0
1489874864.46,-671.0,-53.0,705.0
1489874864.46,-668.0,-58.0,703.0
1489874864.46,-663.0,-70.0,702.0
1489874864.46,-664.0,-73.0,694.0
1489874864.46,-663.0,-76.0,689.0
1489874864.46,-666.0,-73.0,669.0
1489874864.46,-659.0,-58.0,678.0
1489874864.46,-666.0,-59.0,670.0
1489874864.46,-665.0,-65.0,663.0
1489874864.46,-670.0,-69.0,654.0
1489874864.46,-673.0,-77.0,659.0
1489874864.46,-678.0,-80.0,644.0
1489874864.46,-683.0,-83.0,641.0
1489874864.46,-693.0,-80.0,643.0
1489874864.46,-702.0,-80.0,652.0
1489874864.46,-715.0,-78.0,662.0
1489874864.46,-722.0,-73.0,672.0
1489874864.46,-729.0,-72.0,685.0
1489874864.46,-740.0,-69.0,702.0
1489874864.46,-755.0,-61.0,699.0
1489874864.46,-763.0,-55.0,716.0
1489874864.46,-767.0,-56.0,720.0
1489874864.46,-773.0,-57.0,731.0
1489874864.46,-775.0,-62.0,738.0
1489874864.46,-775.0,-65.0,738.0
1489874864.46,-779.0,-64.0,741.0
1489874864.46,-776.0,-64.0,747.0
1489874864.47,-772.0,-53.0,751.0
1489874864.47,-767.0,-56.0,749.0
1489874864.47,-763.0,-55.0,750.0
1489874864.47,-762.0,-61.0,741.0
1489874864.47,-754.0,-65.0,739.0
1489874864.47,-743.0,-67.0,728.0
1489874864.47,-733.0,-67.0,724.0
1489874864.47,-732.0,-70.0,723.0
1489874864.47,-728.0,-76.0,719.0
1489874864.47,-725.0,-69.0,716.0
1489874864.47,-731.0,-60.0,710.0
1489874864.47,-733.0,-59.0,703.0
1489874864.47,-736.0,-54.0,701.0
1489874864.47,-740.0,-48.0,696.0
1489874864.47,-737.0,-44.0,702.0
1489874864.47,-733.0,-45.0,696.0
1489874864.47,-735.0,-48.0,695.0
1489874864.47,-738.0,-51.0,692.0
1489874864.47,-737.0,-54.0,693.0
1489874864.47,-731.0,-58.0,694.0
1489874864.47,-728.0,-61.0,696.0
1489874864.47,-721.0,-65.0,699.0
1489874864.47,-722.0,-69.0,701.0
1489874864.47,-715.0,-64.0,707.0
1489874864.47,-713.0,-68.0,705.0
1489874864.47,-711.0,-76.0,716.0
1489874864.47,-707.0,-81.0,717.0
1489874864.47,-698.0,-87.0,722.0
1489874864.47,-692.0,-89.0,728.0
1489874864.47,-687.0,-92.0,735.0
1489874864.47,-682.0,-92.0,737.0
1489874864.47,-681.0,-95.0,734.0
1489874864.47,-686.0,-98.0,739.0
1489874864.47,-693.0,-98.0,739.0
1489874864.47,-694.0,-101.0,745.0
1489874864.47,-695.0,-101.0,750.0
1489874864.47,-697.0,-97.0,750.0
1489874864.47,-696.0,-94.0,762.0
1489874864.47,-697.0,-89.0,766.0
1489874864.47,-703.0,-90.0,770.0
1489874864.48,-699.0,-84.0,775.0
1489874864.48,-706.0,-80.0,782.0
1489874864.49,-698.0,-74.0,784.0
1489874864.49,-699.0,-66.0,773.0
1489874864.49,-695.0,-51.0,769.0
1489874864.5,-691.0,-45.0,759.0
1489874864.5,-690.0,-45.0,753.0
1489874864.51,-688.0,-50.0,741.0
1489874864.51,-686.0,-51.0,729.0
1489874864.51,-687.0,-49.0,725.0
1489874864.52,-683.0,-49.0,719.0
1489874864.52,-682.0,-44.0,718.0
1489874864.52,-678.0,-43.0,712.0
1489874864.53,-682.0,-48.0,715.0
1489874864.53,-684.0,-43.0,711.0
1489874864.53,-689.0,-48.0,706.0
1489874864.54,-685.0,-46.0,709.0
1489874864.54,-684.0,-44.0,705.0
1489874864.55,-685.0,-40.0,707.0
1489874864.55,-685.0,-44.0,709.0
1489874864.56,-687.0,-51.0,718.0
1489874864.56,-694.0,-59.0,714.0
1489874864.56,-698.0,-61.0,719.0
1489874864.57,-700.0,-67.0,723.0
1489874864.57,-705.0,-70.0,719.0
1489874864.58,-707.0,-67.0,723.0
1489874864.58,-707.0,-71.0,723.0
1489874864.58,-708.0,-72.0,723.0
1489874864.59,-710.0,-71.0,728.0
1489874864.59,-711.0,-75.0,728.0
1489874864.6,-711.0,-80.0,729.0
1489874864.6,-710.0,-84.0,730.0
1489874864.6,-712.0,-84.0,732.0
1489874864.61,-711.0,-85.0,733.0
1489874864.61,-711.0,-93.0,738.0
1489874864.62,-712.0,-97.0,735.0
1489874864.62,-713.0,-99.0,730.0
1489874864.62,-713.0,-102.0,732.0
1489874864.62,-710.0,-110.0,732.0
1489874864.63,-710.0,-117.0,726.0
1489874864.63,-715.0,-121.0,726.0
1489874864.64,-711.0,-120.0,732.0
1489874864.64,-708.0,-125.0,730.0
1489874864.65,-711.0,-124.0,725.0
1489874864.65,-713.0,-126.0,724.0
1489874864.65,-717.0,-120.0,723.0
1489874864.66,-712.0,-121.0,727.0
1489874864.66,-710.0,-115.0,730.0
1489874864.67,-705.0,-116.0,741.0
1489874864.67,-697.0,-113.0,750.0
1489874864.67,-695.0,-111.0,743.0
1489874864.68,-692.0,-104.0,747.0
1489874864.68,-691.0,-96.0,749.0
1489874864.69,-693.0,-93.0,744.0
1489874864.69,-695.0,-91.0,743.0
1489874864.69,-693.0,-83.0,745.0
1489874864.7,-697.0,-79.0,743.0
1489874864.7,-702.0,-79.0,746.0
1489874864.71,-706.0,-70.0,741.0
1489874864.71,-706.0,-71.0,743.0
1489874864.71,-705.0,-61.0,737.0
1489874864.72,-700.0,-58.0,736.0
1489874864.72,-696.0,-59.0,727.0
1489874864.73,-696.0,-55.0,721.0
1489874864.73,-689.0,-54.0,721.0
1489874864.74,-691.0,-52.0,717.0
1489874864.74,-688.0,-59.0,706.0
1489874864.74,-688.0,-54.0,710.0
1489874864.74,-692.0,-54.0,709.0
1489874864.75,-693.0,-54.0,709.0
1489874864.75,-691.0,-56.0,706.0
1489874864.76,-693.0,-51.0,705.0
1489874864.76,-695.0,-49.0,708.0
1489874864.76,-700.0,-51.0,706.0
1489874864.77,-702.0,-52.0,707.0
1489874864.77,-704.0,-48.0,715.0
1489874864.78,-705.0,-44.0,717.0
1489874864.78,-714.0,-43.0,719.0
1489874864.78,-712.0,-39.0,720.0
1489874864.79,-716.0,-41.0,720.0
1489874864.79,-716.0,-45.0,730.0
1489874864.8,-715.0,-52.0,726.0
1489874864.8,-717.0,-54.0,729.0
1489874864.8,-715.0,-57.0,726.0
1489874864.81,-717.0,-64.0,723.0
1489874864.81,-712.0,-64.0,722.0
1489874864.82,-708.0,-69.0,724.0
1489874864.82,-707.0,-72.0,730.0
1489874864.83,-708.0,-78.0,731.0
1489874864.83,-701.0,-82.0,735.0
1489874864.83,-703.0,-82.0,736.0
1489874864.84,-698.0,-85.0,740.0
1489874864.84,-698.0,-92.0,738.0
1489874864.85,-698.0,-97.0,741.0
1489874864.85,-698.0,-99.0,742.0
1489874864.85,-698.0,-100.0,743.0
1489874864.85,-696.0,-103.0,750.0
1489874864.86,-697.0,-110.0,736.0
1489874864.86,-697.0,-110.0,742.0
1489874864.87,-698.0,-107.0,748.0
1489874864.87,-703.0,-110.0,747.0
1489874864.87,-694.0,-106.0,748.0
1489874864.88,-700.0,-114.0,749.0
1489874864.88,-700.0,-105.0,744.0
1489874864.89,-701.0,-105.0,745.0
1489874864.89,-697.0,-101.0,742.0
1489874864.89,-697.0,-95.0,746.0
1489874864.9,-701.0,-99.0,740.0
1489874864.9,-697.0,-91.0,734.0
1489874864.91,-697.0,-92.0,738.0
1489874864.91,-696.0,-86.0,735.0
1489874864.92,-692.0,-86.0,733.0
1489874864.92,-692.0,-89.0,736.0
1489874864.92,-695.0,-87.0,736.0
1489874864.93,-693.0,-81.0,739.0
1489874864.93,-694.0,-80.0,737.0
1489874864.94,-694.0,-74.0,732.0
1489874864.94,-692.0,-72.0,732.0
1489874864.94,-690.0,-71.0,725.0
1489874864.95,-695.0,-72.0,725.0
1489874864.95,-687.0,-67.0,723.0
1489874864.96,-688.0,-66.0,720.0
1489874864.96,-686.0,-63.0,720.0
1489874864.96,-687.0,-62.0,723.0
1489874864.96,-693.0,-60.0,731.0
1489874864.97,-692.0,-56.0,729.0
1489874864.97,-698.0,-56.0,726.0
1489874864.98,-700.0,-59.0,726.0
1489874864.98,-706.0,-58.0,727.0
1489874864.99,-707.0,-59.0,725.0
1489874864.99,-704.0,-60.0,721.0
1489874864.99,-708.0,-61.0,721.0
1489874865.0,-710.0,-69.0,719.0
1489874865.0,-711.0,-71.0,718.0
1489874865.01,-709.0,-74.0,719.0
1489874865.01,-709.0,-83.0,718.0
1489874865.01,-708.0,-87.0,714.0
1489874865.02,-708.0,-84.0,719.0
1489874865.02,-704.0,-84.0,716.0
1489874865.03,-700.0,-85.0,720.0
1489874865.03,-698.0,-76.0,719.0
1489874865.03,-700.0,-76.0,723.0
1489874865.04,-695.0,-77.0,725.0
1489874865.04,-697.0,-82.0,735.0
1489874865.05,-699.0,-83.0,740.0
1489874865.05,-701.0,-85.0,738.0
1489874865.05,-704.0,-90.0,737.0
1489874865.06,-705.0,-89.0,734.0
1489874865.06,-707.0,-90.0,737.0
1489874865.06,-713.0,-89.0,744.0
1489874865.07,-717.0,-96.0,741.0
1489874865.07,-716.0,-99.0,743.0
1489874865.08,-713.0,-101.0,740.0
1489874865.08,-708.0,-103.0,736.0
1489874865.08,-708.0,-103.0,735.0
1489874865.09,-702.0,-103.0,731.0
1489874865.09,-699.0,-102.0,730.0
1489874865.1,-695.0,-102.0,729.0
1489874865.1,-693.0,-104.0,728.0
1489874865.1,-692.0,-102.0,730.0
1489874865.11,-690.0,-101.0,729.0
1489874865.11,-687.0,-101.0,727.0
1489874865.12,-693.0,-95.0,724.0
1489874865.12,-694.0,-94.0,732.0
1489874865.12,-696.0,-91.0,733.0
1489874865.13,-703.0,-88.0,740.0
1489874865.13,-704.0,-88.0,736.0
1489874865.14,-704.0,-87.0,730.0
1489874865.14,-702.0,-87.0,724.0
1489874865.15,-703.0,-85.0,726.0
1489874865.15,-708.0,-84.0,721.0
1489874865.15,-705.0,-85.0,719.0
1489874865.16,-705.0,-80.0,717.0
1489874865.16,-700.0,-79.0,722.0
1489874865.16,-704.0,-80.0,722.0
1489874865.17,-700.0,-76.0,721.0
1489874865.17,-698.0,-71.0,725.0
1489874865.18,-696.0,-69.0,732.0
1489874865.18,-692.0,-71.0,731.0
1489874865.18,-694.0,-66.0,734.0
1489874865.19,-702.0,-65.0,736.0
1489874865.19,-712.0,-62.0,729.0
1489874865.19,-715.0,-60.0,728.0
1489874865.2,-713.0,-61.0,732.0
1489874865.2,-711.0,-59.0,735.0
1489874865.21,-712.0,-63.0,741.0
1489874865.21,-711.0,-71.0,748.0
1489874865.21,-708.0,-69.0,743.0
1489874865.22,-708.0,-69.0,747.0
1489874865.22,-705.0,-69.0,759.0
1489874865.23,-707.0,-79.0,758.0
1489874865.23,-707.0,-78.0,756.0
1489874865.23,-706.0,-84.0,754.0
1489874865.24,-709.0,-80.0,759.0
1489874865.24,-708.0,-80.0,757.0
1489874865.25,-709.0,-75.0,753.0
1489874865.25,-706.0,-71.0,749.0
1489874865.26,-704.0,-76.0,761.0
1489874865.26,-698.0,-79.0,758.0
1489874865.26,-694.0,-83.0,762.0
1489874865.27,-690.0,-82.0,764.0
1489874865.27,-691.0,-82.0,766.0
1489874865.28,-690.0,-86.0,756.0
1489874865.28,-688.0,-79.0,755.0
1489874865.28,-692.0,-77.0,755.0
1489874865.28,-693.0,-76.0,767.0
1489874865.29,-691.0,-73.0,767.0
1489874865.29,-693.0,-68.0,770.0
1489874865.3,-695.0,-63.0,767.0
1489874865.3,-686.0,-65.0,774.0
1489874865.3,-688.0,-52.0,773.0
1489874865.31,-682.0,-51.0,775.0
1489874865.31,-675.0,-48.0,765.0
1489874865.32,-677.0,-46.0,770.0
1489874865.32,-674.0,-44.0,772.0
1489874865.33,-674.0,-43.0,772.0
1489874865.33,-670.0,-47.0,764.0
1489874865.33,-671.0,-46.0,766.0
1489874865.34,-667.0,-48.0,765.0
1489874865.34,-667.0,-48.0,754.0
1489874865.35,-668.0,-50.0,761.0
1489874865.35,-668.0,-61.0,775.0
1489874865.35,-665.0,-65.0,777.0
1489874865.36,-667.0,-72.0,775.0
1489874865.36,-663.0,-73.0,777.0
1489874865.37,-665.0,-67.0,771.0
1489874865.37,-665.0,-80.0,779.0
1489874865.37,-665.0,-85.0,791.0
1489874865.38,-666.0,-101.0,794.0
1489874865.38,-668.0,-110.0,798.0
1489874865.39,-663.0,-121.0,795.0
1489874865.39,-659.0,-126.0,790.0
1489874865.39,-657.0,-137.0,802.0
1489874865.39,-642.0,-143.0,803.0
1489874865.4,-628.0,-141.0,807.0
1489874865.4,-617.0,-136.0,807.0
1489874865.41,-599.0,-135.0,811.0
1489874865.41,-588.0,-135.0,816.0
1489874865.42,-580.0,-125.0,825.0
1489874865.42,-572.0,-123.0,834.0
1489874865.42,-567.0,-117.0,843.0
1489874865.43,-562.0,-109.0,852.0
1489874865.43,-565.0,-105.0,855.0
1489874865.44,-566.0,-98.0,856.0
1489874865.44,-567.0,-82.0,863.0
1489874865.44,-569.0,-71.0,861.0
1489874865.45,-571.0,-58.0,852.0
1489874865.45,-577.0,-53.0,851.0
1489874865.46,-578.0,-47.0,841.0
1489874865.46,-583.0,-42.0,837.0
1489874865.46,-584.0,-39.0,831.0
1489874865.47,-592.0,-36.0,831.0
1489874865.47,-588.0,-34.0,825.0
1489874865.48,-588.0,-30.0,825.0
1489874865.48,-582.0,-37.0,825.0
1489874865.48,-581.0,-33.0,821.0
1489874865.49,-576.0,-33.0,818.0
1489874865.49,-572.0,-32.0,814.0
1489874865.5,-558.0,-27.0,805.0
1489874865.5,-560.0,-26.0,802.0
1489874865.51,-561.0,-25.0,800.0
1489874865.51,-556.0,-28.0,802.0
1489874865.51,-554.0,-22.0,801.0
1489874865.51,-555.0,-22.0,808.0
1489874865.52,-557.0,-22.0,810.0
1489874865.52,-564.0,-20.0,817.0
1489874865.53,-575.0,-19.0,815.0
1489874865.53,-586.0,-16.0,825.0
1489874865.53,-587.0,-19.0,826.0
1489874865.54,-601.0,-18.0,827.0
1489874865.54,-602.0,-11.0,825.0
1489874865.55,-609.0,-17.0,828.0
1489874865.55,-614.0,-19.0,821.0
1489874865.55,-612.0,-21.0,828.0
1489874865.56,-613.0,-24.0,829.0
1489874865.56,-614.0,-30.0,826.0
1489874865.57,-611.0,-40.0,832.0
1489874865.57,-618.0,-43.0,835.0
1489874865.58,-614.0,-42.0,837.0
1489874865.58,-608.0,-50.0,849.0
1489874865.58,-602.0,-56.0,848.0
1489874865.59,-592.0,-52.0,854.0
1489874865.59,-590.0,-56.0,855.0
