timestamp,emg
1489832812.22,498.0
1489832812.22,498.0
1489832812.22,499.0
1489832812.22,499.0
1489832812.22,499.0
1489832812.22,499.0
1489832812.22,499.0
1489832812.22,498.0
1489832812.22,499.0
1489832812.22,498.0
1489832812.22,498.0
1489832812.22,498.0
1489832812.22,498.0
1489832812.22,499.0
1489832812.22,499.0
1489832812.22,499.0
1489832812.22,499.0
1489832812.22,498.0
1489832812.22,499.0
1489832812.22,499.0
1489832812.22,499.0
1489832812.22,499.0
1489832812.22,499.0
1489832812.22,499.0
1489832812.22,499.0
1489832812.22,498.0
1489832812.22,499.0
1489832812.22,499.0
1489832812.22,499.0
1489832812.22,498.0
1489832812.22,498.0
1489832812.22,499.0
1489832812.22,499.0
1489832812.22,499.0
1489832812.22,499.0
1489832812.22,498.0
1489832812.22,498.0
1489832812.22,498.0
1489832812.22,498.0
1489832812.22,498.0
1489832812.22,498.0
1489832812.22,499.0
1489832812.22,499.0
1489832812.22,498.0
1489832812.23,499.0
1489832812.23,499.0
1489832812.23,499.0
1489832812.23,499.0
1489832812.23,498.0
1489832812.23,498.0
1489832812.23,498.0
1489832812.23,498.0
1489832812.23,498.0
1489832812.23,498.0
1489832812.23,499.0
1489832812.23,498.0
1489832812.23,498.0
1489832812.23,498.0
1489832812.23,498.0
1489832812.23,498.0
1489832812.23,498.0
1489832812.23,498.0
1489832812.23,498.0
1489832812.23,498.0
1489832812.23,498.0
1489832812.23,498.0
1489832812.23,498.0
1489832812.23,498.0
1489832812.23,498.0
1489832812.23,498.0
1489832812.23,498.0
1489832812.23,498.0
1489832812.23,498.0
1489832812.23,498.0
1489832812.23,498.0
1489832812.23,498.0
1489832812.23,497.0
1489832812.23,498.0
1489832812.23,498.0
1489832812.23,498.0
1489832812.23,498.0
1489832812.23,498.0
1489832812.23,498.0
1489832812.23,498.0
1489832812.23,498.0
1489832812.23,498.0
1489832812.23,498.0
1489832812.23,498.0
1489832812.23,498.0
1489832812.23,497.0
1489832812.23,498.0
1489832812.23,497.0
1489832812.23,498.0
1489832812.23,498.0
1489832812.23,498.0
1489832812.23,498.0
1489832812.23,498.0
1489832812.23,498.0
1489832812.23,498.0
1489832812.23,498.0
1489832812.23,498.0
1489832812.23,497.0
1489832812.23,498.0
1489832812.23,498.0
1489832812.23,498.0
1489832812.23,497.0
1489832812.23,498.0
1489832812.23,498.0
1489832812.23,498.0
1489832812.23,497.0
1489832812.23,498.0
1489832812.23,498.0
1489832812.23,497.0
1489832812.23,497.0
1489832812.23,497.0
1489832812.23,497.0
1489832812.23,497.0
1489832812.24,497.0
1489832812.24,497.0
1489832812.24,497.0
1489832812.24,497.0
1489832812.24,498.0
1489832812.24,498.0
1489832812.24,498.0
1489832812.24,497.0
1489832812.24,497.0
1489832812.24,497.0
1489832812.24,497.0
1489832812.24,497.0
1489832812.24,498.0
1489832812.24,497.0
1489832812.24,497.0
1489832812.24,497.0
1489832812.24,497.0
1489832812.24,498.0
1489832812.24,498.0
1489832812.24,497.0
1489832812.24,497.0
1489832812.24,497.0
1489832812.24,497.0
1489832812.24,497.0
1489832812.24,497.0
1489832812.24,497.0
1489832812.24,497.0
1489832812.24,497.0
1489832812.24,497.0
1489832812.24,497.0
1489832812.24,498.0
1489832812.24,498.0
1489832812.24,497.0
1489832812.24,497.0
1489832812.24,497.0
1489832812.24,497.0
1489832812.24,497.0
1489832812.24,498.0
1489832812.24,497.0
1489832812.24,497.0
1489832812.24,497.0
1489832812.24,497.0
1489832812.24,497.0
1489832812.24,497.0
1489832812.24,497.0
1489832812.24,497.0
1489832812.24,498.0
1489832812.24,497.0
1489832812.24,497.0
1489832812.24,497.0
1489832812.24,497.0
1489832812.24,497.0
1489832812.24,497.0
1489832812.24,497.0
1489832812.24,497.0
1489832812.24,497.0
1489832812.24,497.0
1489832812.24,497.0
1489832812.24,498.0
1489832812.24,497.0
1489832812.24,497.0
1489832812.24,497.0
1489832812.24,497.0
1489832812.24,497.0
1489832812.24,497.0
1489832812.24,497.0
1489832812.24,497.0
1489832812.24,497.0
1489832812.24,497.0
1489832812.24,496.0
1489832812.24,497.0
1489832812.24,497.0
1489832812.24,497.0
1489832812.24,497.0
1489832812.24,496.0
1489832812.24,497.0
1489832812.24,496.0
1489832812.24,496.0
1489832812.24,497.0
1489832812.24,497.0
1489832812.24,497.0
1489832812.24,497.0
1489832812.24,497.0
1489832812.24,497.0
1489832812.24,497.0
1489832812.24,497.0
1489832812.24,497.0
1489832812.24,496.0
1489832812.24,497.0
1489832812.24,496.0
1489832812.24,497.0
1489832812.24,497.0
1489832812.24,497.0
1489832812.24,497.0
1489832812.24,497.0
1489832812.24,497.0
1489832812.24,497.0
1489832812.24,497.0
1489832812.24,497.0
1489832812.24,497.0
1489832812.24,496.0
1489832812.24,496.0
1489832812.24,496.0
1489832812.24,497.0
1489832812.24,496.0
1489832812.24,497.0
1489832812.24,497.0
1489832812.24,497.0
1489832812.24,496.0
1489832812.24,497.0
1489832812.24,497.0
1489832812.24,497.0
1489832812.24,497.0
1489832812.24,497.0
1489832812.24,497.0
1489832812.24,497.0
1489832812.24,496.0
1489832812.24,496.0
1489832812.24,497.0
1489832812.24,497.0
1489832812.24,497.0
1489832812.24,497.0
1489832812.24,497.0
1489832812.24,496.0
1489832812.24,497.0
1489832812.24,497.0
1489832812.24,497.0
1489832812.24,497.0
1489832812.24,496.0
1489832812.24,497.0
1489832812.24,496.0
1489832812.24,497.0
1489832812.24,496.0
1489832812.24,497.0
1489832812.24,497.0
1489832812.24,497.0
1489832812.25,497.0
1489832812.25,497.0
1489832812.25,497.0
1489832812.25,496.0
1489832812.25,496.0
1489832812.25,496.0
1489832812.25,497.0
1489832812.25,497.0
1489832812.25,496.0
1489832812.25,497.0
1489832812.25,497.0
1489832812.25,497.0
1489832812.25,497.0
1489832812.25,497.0
1489832812.25,497.0
1489832812.25,497.0
1489832812.25,496.0
1489832812.25,497.0
1489832812.25,497.0
1489832812.25,497.0
1489832812.25,496.0
1489832812.25,497.0
1489832812.25,496.0
1489832812.25,497.0
1489832812.25,497.0
1489832812.25,497.0
1489832812.25,497.0
1489832812.25,497.0
1489832812.25,497.0
1489832812.25,496.0
1489832812.25,496.0
1489832812.25,496.0
1489832812.25,496.0
1489832812.25,496.0
1489832812.25,497.0
1489832812.25,496.0
1489832812.25,496.0
1489832812.25,497.0
1489832812.25,497.0
1489832812.25,496.0
1489832812.25,497.0
1489832812.25,497.0
1489832812.25,497.0
1489832812.25,496.0
1489832812.25,496.0
1489832812.25,496.0
1489832812.25,496.0
1489832812.25,496.0
1489832812.25,496.0
1489832812.25,496.0
1489832812.25,497.0
1489832812.25,497.0
1489832812.25,497.0
1489832812.25,497.0
1489832812.25,497.0
1489832812.25,497.0
1489832812.25,496.0
1489832812.25,496.0
1489832812.25,496.0
1489832812.25,497.0
1489832812.25,497.0
1489832812.25,496.0
1489832812.25,496.0
1489832812.25,496.0
1489832812.25,496.0
1489832812.25,497.0
1489832812.25,497.0
1489832812.25,497.0
1489832812.25,496.0
1489832812.25,496.0
1489832812.25,496.0
1489832812.25,496.0
1489832812.25,496.0
1489832812.25,497.0
1489832812.25,496.0
1489832812.25,496.0
1489832812.25,497.0
1489832812.25,497.0
1489832812.25,497.0
1489832812.25,497.0
1489832812.25,496.0
1489832812.25,496.0
1489832812.25,497.0
1489832812.25,496.0
1489832812.25,496.0
1489832812.25,497.0
1489832812.25,497.0
1489832812.25,496.0
1489832812.25,496.0
1489832812.25,497.0
1489832812.25,497.0
1489832812.25,497.0
1489832812.25,496.0
1489832812.25,497.0
1489832812.25,497.0
1489832812.25,496.0
1489832812.25,497.0
1489832812.25,497.0
1489832812.25,497.0
1489832812.25,497.0
1489832812.25,497.0
1489832812.25,497.0
1489832812.25,497.0
1489832812.25,497.0
1489832812.25,497.0
1489832812.25,497.0
1489832812.25,497.0
1489832812.25,497.0
1489832812.25,497.0
1489832812.25,497.0
1489832812.25,497.0
1489832812.25,497.0
1489832812.25,497.0
1489832812.25,497.0
1489832812.25,496.0
1489832812.25,497.0
1489832812.25,498.0
1489832812.25,498.0
1489832812.25,497.0
1489832812.25,497.0
1489832812.25,497.0
1489832812.25,497.0
1489832812.25,497.0
1489832812.25,496.0
1489832812.25,497.0
1489832812.25,497.0
1489832812.25,497.0
1489832812.25,497.0
1489832812.25,497.0
1489832812.25,497.0
1489832812.25,497.0
1489832812.25,497.0
1489832812.25,497.0
1489832812.25,497.0
1489832812.25,497.0
1489832812.25,497.0
1489832812.25,497.0
1489832812.25,497.0
1489832812.25,496.0
1489832812.25,497.0
1489832812.25,497.0
1489832812.25,497.0
1489832812.25,497.0
1489832812.25,497.0
1489832812.25,497.0
1489832812.25,497.0
1489832812.25,497.0
1489832812.25,497.0
1489832812.25,497.0
1489832812.25,497.0
1489832812.25,497.0
1489832812.25,497.0
1489832812.25,497.0
1489832812.25,497.0
1489832812.25,497.0
1489832812.25,497.0
1489832812.25,497.0
1489832812.25,497.0
1489832812.25,497.0
1489832812.25,497.0
1489832812.25,496.0
1489832812.25,497.0
1489832812.25,497.0
1489832812.25,497.0
1489832812.25,496.0
1489832812.25,497.0
1489832812.25,497.0
1489832812.25,497.0
1489832812.25,497.0
1489832812.25,497.0
1489832812.25,497.0
1489832812.25,497.0
1489832812.25,497.0
1489832812.25,497.0
1489832812.25,497.0
1489832812.25,497.0
1489832812.25,497.0
1489832812.25,497.0
1489832812.25,496.0
1489832812.25,497.0
1489832812.25,497.0
1489832812.25,497.0
1489832812.25,497.0
1489832812.25,497.0
1489832812.25,497.0
1489832812.25,497.0
1489832812.25,497.0
1489832812.25,497.0
1489832812.25,497.0
1489832812.25,497.0
1489832812.25,496.0
1489832812.25,497.0
1489832812.25,497.0
1489832812.25,498.0
1489832812.25,497.0
1489832812.25,497.0
1489832812.25,497.0
1489832812.25,497.0
1489832812.25,497.0
1489832812.25,497.0
1489832812.25,497.0
1489832812.25,497.0
1489832812.25,497.0
1489832812.25,497.0
1489832812.25,496.0
1489832812.25,497.0
1489832812.25,497.0
1489832812.25,497.0
1489832812.25,497.0
1489832812.25,497.0
1489832812.25,497.0
1489832812.25,497.0
1489832812.26,497.0
1489832812.26,497.0
1489832812.26,497.0
1489832812.26,497.0
1489832812.26,497.0
1489832812.26,497.0
1489832812.26,497.0
1489832812.26,497.0
1489832812.26,497.0
1489832812.26,497.0
1489832812.26,497.0
1489832812.26,497.0
1489832812.26,497.0
1489832812.26,497.0
1489832812.26,497.0
1489832812.26,497.0
1489832812.26,497.0
1489832812.26,496.0
1489832812.26,497.0
1489832812.26,497.0
1489832812.26,497.0
1489832812.26,497.0
1489832812.26,497.0
1489832812.26,497.0
1489832812.26,497.0
1489832812.26,497.0
1489832812.26,497.0
1489832812.26,497.0
1489832812.26,496.0
1489832812.26,497.0
1489832812.26,497.0
1489832812.26,496.0
1489832812.26,497.0
1489832812.26,497.0
1489832812.26,497.0
1489832812.26,497.0
1489832812.26,497.0
1489832812.26,497.0
1489832812.26,497.0
1489832812.26,497.0
1489832812.26,497.0
1489832812.26,496.0
1489832812.26,497.0
1489832812.26,497.0
1489832812.26,497.0
1489832812.26,497.0
1489832812.26,497.0
1489832812.26,497.0
1489832812.26,497.0
1489832812.26,497.0
1489832812.26,497.0
1489832812.26,497.0
1489832812.26,497.0
1489832812.26,497.0
1489832812.26,496.0
1489832812.26,497.0
1489832812.26,497.0
1489832812.26,497.0
1489832812.26,496.0
1489832812.26,497.0
1489832812.26,497.0
1489832812.26,497.0
1489832812.26,497.0
1489832812.26,497.0
1489832812.26,497.0
1489832812.26,497.0
1489832812.26,497.0
1489832812.26,496.0
1489832812.26,496.0
1489832812.26,496.0
1489832812.26,496.0
1489832812.26,497.0
1489832812.26,497.0
1489832812.26,497.0
1489832812.26,497.0
1489832812.26,497.0
1489832812.26,497.0
1489832812.26,496.0
1489832812.26,496.0
1489832812.26,496.0
1489832812.26,496.0
1489832812.26,496.0
1489832812.26,496.0
1489832812.26,496.0
1489832812.26,496.0
1489832812.26,496.0
1489832812.26,497.0
1489832812.26,497.0
1489832812.26,497.0
1489832812.26,497.0
1489832812.26,497.0
1489832812.26,497.0
1489832812.26,497.0
1489832812.26,496.0
1489832812.26,496.0
1489832812.26,496.0
1489832812.26,497.0
1489832812.26,497.0
1489832812.26,497.0
1489832812.26,497.0
1489832812.26,497.0
1489832812.26,497.0
1489832812.26,497.0
1489832812.26,497.0
1489832812.26,497.0
1489832812.26,497.0
1489832812.26,497.0
1489832812.26,497.0
1489832812.26,496.0
1489832812.26,496.0
1489832812.26,497.0
1489832812.26,497.0
1489832812.26,497.0
1489832812.26,497.0
1489832812.26,497.0
1489832812.26,497.0
1489832812.26,497.0
1489832812.26,497.0
1489832812.26,497.0
1489832812.26,497.0
1489832812.26,496.0
1489832812.26,496.0
1489832812.26,497.0
1489832812.26,496.0
1489832812.26,496.0
1489832812.26,496.0
1489832812.26,497.0
1489832812.26,497.0
1489832812.26,497.0
1489832812.26,497.0
1489832812.26,497.0
1489832812.26,497.0
1489832812.26,497.0
1489832812.26,496.0
1489832812.26,496.0
1489832812.26,497.0
1489832812.26,497.0
1489832812.26,497.0
1489832812.26,497.0
1489832812.26,497.0
1489832812.26,497.0
1489832812.26,497.0
1489832812.26,497.0
1489832812.26,496.0
1489832812.26,497.0
1489832812.26,497.0
1489832812.26,497.0
1489832812.26,497.0
1489832812.26,496.0
1489832812.26,496.0
1489832812.26,497.0
1489832812.26,497.0
1489832812.26,497.0
1489832812.26,497.0
1489832812.26,497.0
1489832812.26,497.0
1489832812.26,497.0
1489832812.26,496.0
1489832812.26,496.0
1489832812.26,496.0
1489832812.26,496.0
1489832812.26,496.0
1489832812.26,496.0
1489832812.26,497.0
1489832812.26,497.0
1489832812.26,497.0
1489832812.26,497.0
1489832812.26,497.0
1489832812.26,497.0
1489832812.26,497.0
1489832812.26,496.0
1489832812.26,496.0
1489832812.26,497.0
1489832812.26,496.0
1489832812.26,496.0
1489832812.26,496.0
1489832812.26,497.0
1489832812.26,496.0
1489832812.26,496.0
1489832812.26,497.0
1489832812.26,497.0
1489832812.26,497.0
1489832812.26,496.0
1489832812.26,496.0
