timestamp,emg
1489832340.09,496.0
1489832340.09,496.0
1489832340.09,497.0
1489832340.09,498.0
1489832340.09,497.0
1489832340.09,498.0
1489832340.09,497.0
1489832340.09,498.0
1489832340.09,498.0
1489832340.09,498.0
1489832340.09,498.0
1489832340.09,497.0
1489832340.09,497.0
1489832340.09,497.0
1489832340.09,497.0
1489832340.09,497.0
1489832340.09,497.0
1489832340.09,497.0
1489832340.09,497.0
1489832340.09,497.0
1489832340.09,497.0
1489832340.09,497.0
1489832340.09,497.0
1489832340.09,497.0
1489832340.09,497.0
1489832340.09,497.0
1489832340.09,497.0
1489832340.09,497.0
1489832340.09,497.0
1489832340.09,497.0
1489832340.09,497.0
1489832340.09,497.0
1489832340.09,497.0
1489832340.09,497.0
1489832340.09,498.0
1489832340.09,498.0
1489832340.09,497.0
1489832340.09,497.0
1489832340.09,497.0
1489832340.09,497.0
1489832340.09,496.0
1489832340.1,497.0
1489832340.1,497.0
1489832340.1,498.0
1489832340.1,497.0
1489832340.1,498.0
1489832340.1,497.0
1489832340.1,498.0
1489832340.1,497.0
1489832340.1,496.0
1489832340.1,496.0
1489832340.1,497.0
1489832340.1,497.0
1489832340.1,497.0
1489832340.1,498.0
1489832340.1,497.0
1489832340.1,497.0
1489832340.1,497.0
1489832340.1,496.0
1489832340.1,497.0
1489832340.1,497.0
1489832340.1,496.0
1489832340.1,497.0
1489832340.1,497.0
1489832340.1,497.0
1489832340.1,497.0
1489832340.1,497.0
1489832340.1,497.0
1489832340.1,497.0
1489832340.1,497.0
1489832340.1,497.0
1489832340.1,497.0
1489832340.1,496.0
1489832340.1,496.0
1489832340.1,496.0
1489832340.1,496.0
1489832340.1,496.0
1489832340.1,496.0
1489832340.1,497.0
1489832340.1,497.0
1489832340.1,497.0
1489832340.1,497.0
1489832340.1,496.0
1489832340.1,497.0
1489832340.1,496.0
1489832340.1,496.0
1489832340.1,497.0
1489832340.1,496.0
1489832340.1,496.0
1489832340.1,496.0
1489832340.1,496.0
1489832340.1,497.0
1489832340.1,497.0
1489832340.1,496.0
1489832340.1,496.0
1489832340.1,496.0
1489832340.1,496.0
1489832340.1,496.0
1489832340.1,496.0
1489832340.1,496.0
1489832340.1,495.0
1489832340.1,496.0
1489832340.1,496.0
1489832340.1,496.0
1489832340.1,495.0
1489832340.1,496.0
1489832340.1,496.0
1489832340.1,496.0
1489832340.1,496.0
1489832340.1,496.0
1489832340.1,496.0
1489832340.1,496.0
1489832340.1,496.0
1489832340.1,496.0
1489832340.1,496.0
1489832340.1,496.0
1489832340.1,496.0
1489832340.1,496.0
1489832340.1,497.0
1489832340.1,496.0
1489832340.1,495.0
1489832340.1,496.0
1489832340.1,496.0
1489832340.1,496.0
1489832340.1,497.0
1489832340.1,496.0
1489832340.1,496.0
1489832340.1,496.0
1489832340.1,496.0
1489832340.1,496.0
1489832340.1,496.0
1489832340.1,497.0
1489832340.1,497.0
1489832340.1,496.0
1489832340.1,496.0
1489832340.1,496.0
1489832340.1,496.0
1489832340.1,496.0
1489832340.1,496.0
1489832340.1,496.0
1489832340.1,496.0
1489832340.1,496.0
1489832340.1,496.0
1489832340.1,496.0
1489832340.1,496.0
1489832340.1,496.0
1489832340.1,496.0
1489832340.1,496.0
1489832340.1,497.0
1489832340.1,496.0
1489832340.1,497.0
1489832340.1,497.0
1489832340.1,496.0
1489832340.1,496.0
1489832340.1,496.0
1489832340.1,496.0
1489832340.1,497.0
1489832340.1,496.0
1489832340.1,497.0
1489832340.1,497.0
1489832340.1,497.0
1489832340.1,496.0
1489832340.1,497.0
1489832340.1,496.0
1489832340.1,496.0
1489832340.1,495.0
1489832340.1,495.0
1489832340.1,495.0
1489832340.1,496.0
1489832340.1,496.0
1489832340.1,497.0
1489832340.1,496.0
1489832340.1,496.0
1489832340.1,496.0
1489832340.1,496.0
1489832340.1,496.0
1489832340.1,496.0
1489832340.1,496.0
1489832340.1,496.0
1489832340.1,496.0
1489832340.1,496.0
1489832340.1,496.0
1489832340.1,496.0
1489832340.1,495.0
1489832340.1,496.0
1489832340.1,496.0
1489832340.1,496.0
1489832340.1,496.0
1489832340.1,496.0
1489832340.11,495.0
1489832340.11,495.0
1489832340.11,495.0
1489832340.11,495.0
1489832340.11,496.0
1489832340.11,496.0
1489832340.11,496.0
1489832340.11,496.0
1489832340.11,495.0
1489832340.11,496.0
1489832340.11,496.0
1489832340.11,497.0
1489832340.11,496.0
1489832340.11,496.0
1489832340.11,496.0
1489832340.11,495.0
1489832340.11,496.0
1489832340.11,495.0
1489832340.11,496.0
1489832340.11,496.0
1489832340.11,495.0
1489832340.11,495.0
1489832340.11,495.0
1489832340.11,495.0
1489832340.11,496.0
1489832340.11,496.0
1489832340.11,495.0
1489832340.11,495.0
1489832340.11,495.0
1489832340.11,495.0
1489832340.11,496.0
1489832340.11,495.0
1489832340.11,495.0
1489832340.11,495.0
1489832340.11,495.0
1489832340.11,496.0
1489832340.11,496.0
1489832340.11,496.0
1489832340.11,496.0
1489832340.11,496.0
1489832340.11,496.0
1489832340.11,496.0
1489832340.11,496.0
1489832340.11,496.0
1489832340.11,496.0
1489832340.11,495.0
1489832340.11,495.0
1489832340.11,495.0
1489832340.11,495.0
1489832340.11,497.0
1489832340.11,496.0
1489832340.11,496.0
1489832340.11,496.0
1489832340.11,496.0
1489832340.11,495.0
1489832340.11,495.0
1489832340.11,496.0
1489832340.11,495.0
1489832340.11,496.0
1489832340.11,496.0
1489832340.11,496.0
1489832340.11,496.0
1489832340.11,495.0
1489832340.11,496.0
1489832340.11,496.0
1489832340.11,496.0
1489832340.11,496.0
1489832340.11,496.0
1489832340.11,495.0
1489832340.11,495.0
1489832340.11,495.0
1489832340.11,495.0
1489832340.11,495.0
1489832340.11,495.0
1489832340.11,497.0
1489832340.11,497.0
1489832340.11,496.0
1489832340.11,496.0
